from,to,event,routing_key,from_team,to_team
,anzeigenverwaltung,inbound_domain_events,anzeigenverwaltung.inbound_domain_events,<Unknown>,Jobmensa
,arbeitnehmerverwaltung,#,arbeitnehmerverwaltung.clubhouse.student.#,<Unknown>,Snake
,arbeitnehmerverwaltung,10,arbeitnehmerverwaltung.arbeitnehmerdaten-benoetigt.delay.10,<Unknown>,Snake
,arbeitnehmerverwaltung,arbeitnehmerdaten-benoetigt,arbeitnehmerverwaltung.arbeitnehmerdaten-benoetigt,<Unknown>,Snake
,arbeitnehmerverwaltung,dead,arbeitnehmerverwaltung.arbeitnehmerdaten-benoetigt.dead,<Unknown>,Snake
,arbeitnehmerverwaltung,email-adresse-angegeben,arbeitnehmerverwaltung.studentenstammdaten.email-adresse-angegeben,<Unknown>,Snake
,arbeitnehmerverwaltung,jobvalley-account-angelegt,arbeitnehmerverwaltung.studentenverwaltung.jobvalley-account-angelegt,<Unknown>,Snake
,arbeitnehmerverwaltung,mobilnummer-angegeben,arbeitnehmerverwaltung.studentenstammdaten.mobilnummer-angegeben,<Unknown>,Snake
,arbeitnehmerverwaltung,name-angegeben,arbeitnehmerverwaltung.studentenstammdaten.name-angegeben,<Unknown>,Snake
,arbeitsentgelt,10,arbeitsentgelt.arbeitnehmerdaten-bereitgestellt.delay.10,<Unknown>,Snake
,arbeitsentgelt,arbeitnehmerdaten-bereitgestellt,arbeitsentgelt.arbeitnehmerdaten-bereitgestellt,<Unknown>,Snake
,arbeitsentgelt,arbeitszeit-fuer-payroll-freigegeben,arbeitsentgelt.freigabe.arbeitszeit-fuer-payroll-freigegeben,<Unknown>,Snake
,arbeitsentgelt,arbeitszeit-geloescht,arbeitsentgelt.freigabe.arbeitszeit-geloescht,<Unknown>,Snake
,arbeitsentgelt,auftrag-angelegt,arbeitsentgelt.personalbestellung.auftrag-angelegt,<Unknown>,Snake
,arbeitsentgelt,dead,arbeitsentgelt.arbeitnehmerdaten-bereitgestellt.dead,<Unknown>,Snake
,arbeitsentgelt,einsatzort-festgelegt,arbeitsentgelt.stellenprofil.einsatzort-festgelegt,<Unknown>,Snake
,arbeitszeitbestaetigung,10,arbeitszeitbestaetigung.freigabe.arbeitszeit-abgelehnt.delay.10,<Unknown>,Corporate
,arbeitszeitbestaetigung,arbeitszeit-abgelehnt,arbeitszeitbestaetigung.freigabe.arbeitszeit-abgelehnt,<Unknown>,Corporate
,arbeitszeitbestaetigung,arbeitszeit-durch-stille-zustimmung-von-unternehmen-bestaetigt,arbeitszeitbestaetigung.freigabe.arbeitszeit-durch-stille-zustimmung-von-unternehmen-bestaetigt,<Unknown>,Corporate
,arbeitszeitbestaetigung,arbeitszeit-fuer-billing-freigegeben,arbeitszeitbestaetigung.freigabe.arbeitszeit-fuer-billing-freigegeben,<Unknown>,Corporate
,arbeitszeitbestaetigung,arbeitszeit-geloescht,arbeitszeitbestaetigung.freigabe.arbeitszeit-geloescht,<Unknown>,Corporate
,arbeitszeitbestaetigung,arbeitszeit-von-student-geloescht,arbeitszeitbestaetigung.studentenzeiterfassung.arbeitszeit-von-student-geloescht,<Unknown>,Corporate
,arbeitszeitbestaetigung,bestaetigung-fuer-arbeitszeit-von-unternehmen-angeforder,arbeitszeitbestaetigung.freigabe.bestaetigung-fuer-arbeitszeit-von-unternehmen-angeforder,<Unknown>,Corporate
,arbeitszeitbestaetigung,bestaetigung-fuer-arbeitszeit-von-unternehmen-angefordert,arbeitszeitbestaetigung.freigabe.bestaetigung-fuer-arbeitszeit-von-unternehmen-angefordert,<Unknown>,Corporate
,arbeitszeitbestaetigung,dead,arbeitszeitbestaetigung.freigabe.arbeitszeit-abgelehnt.dead,<Unknown>,Corporate
,arbeitszeitbestaetigung,schicht-angelegt,arbeitszeitbestaetigung.schichtplanung.schicht-angelegt,<Unknown>,Corporate
,arbeitszeitbestaetigung,schicht-entfernt,arbeitszeitbestaetigung.schichtplanung.schicht-entfernt,<Unknown>,Corporate
,auftragskonfiguration,unternehmenskontakt-hinzugefuegt,auftragskonfiguration.unternehmenskontakt-hinzugefuegt,<Unknown>,Phteinpferd
,bewerbung,auf-studitemps-auftrag-beworben,bewerbung.auf-studitemps-auftrag-beworben,<Unknown>,Jobmensa
,clubhouse,contract,clubhouse.employment_contract.jobmensa.contract,<Unknown>,StudentServices
,clubhouse,deleted,clubhouse.jobmensa.documents.deleted,<Unknown>,StudentServices
,clubhouse,rpc,clubhouse.rpc,<Unknown>,StudentServices
,clubhouse,rpc_sequential,clubhouse.rpc_sequential,<Unknown>,StudentServices
,clubhouse,update,clubhouse.kiss.mission_student.update,<Unknown>,StudentServices
,clubhouse,updated,clubhouse.kiss.mission.vbg_types.updated,<Unknown>,StudentServices
,clubhouse,uploaded,clubhouse.jobmensa.documents.uploaded,<Unknown>,StudentServices
,clubhouse,verfuegbarkeiten-angegeben,clubhouse.verfuegbarkeiten-angegeben,<Unknown>,StudentServices
,datateam,datateam,datateam,<Unknown>,<Unknown>
,east,10,east.vertragsverwaltung.self-service-auev-beidseitig-gezeichnet.delay.10,<Unknown>,<Unknown>
,east,dead,east.vertragsverwaltung.self-service-auev-beidseitig-gezeichnet.dead,<Unknown>,<Unknown>
,east,self-service-auev-beidseitig-gezeichnet,east.vertragsverwaltung.self-service-auev-beidseitig-gezeichnet,<Unknown>,<Unknown>
,einsatzplanung,0,einsatzplanung.auftragserstellung.auftrag-erstellt.delay.0,<Unknown>,<Unknown>
,einsatzplanung,10,einsatzplanung.auftragserstellung.auftrag-erstellt.delay.10,<Unknown>,<Unknown>
,einsatzplanung,ansprechpartner-fuer-mitarbeiterliste-festgelegt,einsatzplanung.auftragskonfiguration.ansprechpartner-fuer-mitarbeiterliste-festgelegt,<Unknown>,<Unknown>
,einsatzplanung,anzahl-benoetigter-studenten-in-schicht-erhoeht,einsatzplanung.schichtplanung.anzahl-benoetigter-studenten-in-schicht-erhoeht,<Unknown>,<Unknown>
,einsatzplanung,anzahl-benoetigter-studenten-in-schicht-verringert,einsatzplanung.schichtplanung.anzahl-benoetigter-studenten-in-schicht-verringert,<Unknown>,<Unknown>
,einsatzplanung,auftrag-erstellt,einsatzplanung.auftragserstellung.auftrag-erstellt,<Unknown>,<Unknown>
,einsatzplanung,auftrag-geloescht,einsatzplanung.auftragskonfiguration.auftrag-geloescht,<Unknown>,<Unknown>
,einsatzplanung,dead,einsatzplanung.auftragserstellung.auftrag-erstellt.dead,<Unknown>,<Unknown>
,einsatzplanung,einsatzort-festgelegt,einsatzplanung.stellenprofil.einsatzort-festgelegt,<Unknown>,<Unknown>
,einsatzplanung,erkrankung-gemeldet,einsatzplanung.temping.erkrankung-gemeldet,<Unknown>,<Unknown>
,einsatzplanung,geburtsdatum-angegeben,einsatzplanung.studentenstammdaten.geburtsdatum-angegeben,<Unknown>,<Unknown>
,einsatzplanung,geburtstag-angegeben,einsatzplanung.studentenverwaltung.geburtstag-angegeben,<Unknown>,<Unknown>
,einsatzplanung,individueller-taetigkeitsprofilname-festgelegt,einsatzplanung.auftragskonfiguration.individueller-taetigkeitsprofilname-festgelegt,<Unknown>,<Unknown>
,einsatzplanung,krankmeldung-zurueckgezogen,einsatzplanung.temping.krankmeldung-zurueckgezogen,<Unknown>,<Unknown>
,einsatzplanung,kundenmitarbeiter-aus-filiale-entfernt,einsatzplanung.kundenverwaltung.kundenmitarbeiter-aus-filiale-entfernt,<Unknown>,<Unknown>
,einsatzplanung,kundenmitarbeiter-registriert,einsatzplanung.kundenverwaltung.kundenmitarbeiter-registriert,<Unknown>,<Unknown>
,einsatzplanung,name-angegeben,einsatzplanung.studentenstammdaten.name-angegeben,<Unknown>,<Unknown>
,einsatzplanung,profilfoto-festgelegt,einsatzplanung.studentenverwaltung.profilfoto-festgelegt,<Unknown>,<Unknown>
,einsatzplanung,schicht-angelegt,einsatzplanung.schichtplanung.schicht-angelegt,<Unknown>,<Unknown>
,einsatzplanung,schicht-entfernt,einsatzplanung.schichtplanung.schicht-entfernt,<Unknown>,<Unknown>
,einsatzplanung,student-aus-schicht-entfernt,einsatzplanung.schichtplanung.student-aus-schicht-entfernt,<Unknown>,<Unknown>
,einsatzplanung,student-in-schicht-disponiert,einsatzplanung.schichtplanung.student-in-schicht-disponiert,<Unknown>,<Unknown>
,einsatzplanung,student-unentschuldigt-gefehlt,einsatzplanung.temping.student-unentschuldigt-gefehlt,<Unknown>,<Unknown>
,einsatzplanung,student-unentschuldigt-gefehlt-entfernt,einsatzplanung.temping.student-unentschuldigt-gefehlt-entfernt,<Unknown>,<Unknown>
,einsatzplanung,studitemps-ansprechpartner-festgelegt,einsatzplanung.auftragskonfiguration.studitemps-ansprechpartner-festgelegt,<Unknown>,<Unknown>
,einsatzplanung,taetigkeitsprofil-festgelegt,einsatzplanung.auftragskonfiguration.taetigkeitsprofil-festgelegt,<Unknown>,<Unknown>
,einsatzplanung,zendesk-sell-unternehmen-verknuepft,einsatzplanung.auftragskonfiguration.zendesk-sell-unternehmen-verknuepft,<Unknown>,<Unknown>
,freigabe,#,freigabe.clubhouse.student.#,<Unknown>,Snake
,freigabe,10,freigabe.arbeitszeitbestaetigung.abweichende-arbeitszeit-von-unternehmen-erfasst.delay.10,<Unknown>,Snake
,freigabe,15,freigabe.arbeitszeitbestaetigung.abweichende-arbeitszeit-von-unternehmen-erfasst.delay.15,<Unknown>,Snake
,freigabe,abweichende-arbeitszeit-von-unternehmen-erfasst,freigabe.arbeitszeitbestaetigung.abweichende-arbeitszeit-von-unternehmen-erfasst,<Unknown>,Snake
,freigabe,arbeitszeit-von-student-erfasst,freigabe.studentenzeiterfassung.arbeitszeit-von-student-erfasst,<Unknown>,Snake
,freigabe,arbeitszeit-von-student-geloescht,freigabe.studentenzeiterfassung.arbeitszeit-von-student-geloescht,<Unknown>,Snake
,freigabe,arbeitszeit-von-unternehmen-bestaetigt,freigabe.arbeitszeitbestaetigung.arbeitszeit-von-unternehmen-bestaetigt,<Unknown>,Snake
,freigabe,arbeitszeit-zu-auftrag-zugeordnet,freigabe.auftragszuordnung.arbeitszeit-zu-auftrag-zugeordnet,<Unknown>,Snake
,freigabe,dead,freigabe.arbeitszeitbestaetigung.abweichende-arbeitszeit-von-unternehmen-erfasst.dead,<Unknown>,Snake
,freigabe,dispositionen-import,freigabe.dispositionen-import,<Unknown>,Snake
,freigabe,erkrankung-gemeldet,freigabe.temping.erkrankung-gemeldet,<Unknown>,Snake
,freigabe,gesamte-arbeitszeit-von-unternehmen-abgelehnt,freigabe.arbeitszeitbestaetigung.gesamte-arbeitszeit-von-unternehmen-abgelehnt,<Unknown>,Snake
,freigabe,krankmeldung-zurueckgezogen,freigabe.temping.krankmeldung-zurueckgezogen,<Unknown>,Snake
,freigabe,rechnungsturnus-fuer-auftrag-festgelegt,freigabe.rechnungsstellung.rechnungsturnus-fuer-auftrag-festgelegt,<Unknown>,Snake
,freigabe,rechnungsturnus-fuer-auftrag-geloescht,freigabe.rechnungsstellung.rechnungsturnus-fuer-auftrag-geloescht,<Unknown>,Snake
,freigabe,student-aus-schicht-entfernt,freigabe.schichtplanung.student-aus-schicht-entfernt,<Unknown>,Snake
,freigabe,student-in-schicht-disponiert,freigabe.schichtplanung.student-in-schicht-disponiert,<Unknown>,Snake
,freigabe,student-unentschuldigt-gefehlt,freigabe.temping.student-unentschuldigt-gefehlt,<Unknown>,Snake
,freigabe,student-unentschuldigt-gefehlt-entfernt,freigabe.temping.student-unentschuldigt-gefehlt-entfernt,<Unknown>,Snake
,freigabe,unternehmensname-hinterlegt,freigabe.auftragskonfiguration.unternehmensname-hinterlegt,<Unknown>,Snake
,freigabe,urlaub-gewaehrt,freigabe.temping.urlaub-gewaehrt,<Unknown>,Snake
,freigabe,urlaub-storniert,freigabe.temping.urlaub-storniert,<Unknown>,Snake
,freigabe,zeiterfassungsart-festgelegt,freigabe.auftragskonfiguration.zeiterfassungsart-festgelegt,<Unknown>,Snake
,jobempfehlungen,jobmensa-anzeige-veroeffentlicht,jobempfehlungen.jobmensa-anzeige-veroeffentlicht,<Unknown>,<Unknown>
,jobmensa,adresse,jobmensa.studentenverwaltung.adresse,<Unknown>,Jobmensa
,jobmensa,anzeigenverwaltung,jobmensa.anzeigenverwaltung,<Unknown>,Jobmensa
,jobmensa,bewerbung,jobmensa.bewerbung,<Unknown>,Jobmensa
,jobmensa,change_address,jobmensa.temping.missions.change_address,<Unknown>,Jobmensa
,jobmensa,create,jobmensa.temping.orders.create,<Unknown>,Jobmensa
,jobmensa,expire,jobmensa.temping.orders.expire,<Unknown>,Jobmensa
,jobmensa,geburtsdatum-geaendert,jobmensa.studentenverwaltung.geburtsdatum-geaendert,<Unknown>,Jobmensa
,jobmensa,hired_and_fired,jobmensa.temping.students.hired_and_fired,<Unknown>,Jobmensa
,jobmensa,immatrikuliert-angegeben,jobmensa.studentenverwaltung.immatrikuliert-angegeben,<Unknown>,Jobmensa
,jobmensa,invalidate_state_cache,jobmensa.clubhouse.completeness.invalidate_state_cache,<Unknown>,Jobmensa
,jobmensa,job_application_feedback,jobmensa.temping.students.job_application_feedback,<Unknown>,Jobmensa
,jobmensa,jobangebote-per-telefon-abgelehnt,jobmensa.studentenverwaltung.jobangebote-per-telefon-abgelehnt,<Unknown>,Jobmensa
,jobmensa,jobangeboten-per-telefon-zugestimmt,jobmensa.studentenverwaltung.jobangeboten-per-telefon-zugestimmt,<Unknown>,Jobmensa
,jobmensa,mailchimp_sync,jobmensa.students.update.mailchimp_sync,<Unknown>,Jobmensa
,jobmensa,mails,jobmensa.clubhouse.mails,<Unknown>,Jobmensa
,jobmensa,name-geaendert,jobmensa.studentenverwaltung.name-geaendert,<Unknown>,Jobmensa
,jobmensa,nicht-immatrikuliert-angegeben,jobmensa.studentenverwaltung.nicht-immatrikuliert-angegeben,<Unknown>,Jobmensa
,jobmensa,republish,jobmensa.temping.orders.republish,<Unknown>,Jobmensa
,jobmensa,request_missing_contract_data,jobmensa.kiss.consumers.request_missing_contract_data,<Unknown>,Jobmensa
,jobmensa,send_rejected_mail,jobmensa.clubhouse.documents.send_rejected_mail,<Unknown>,Jobmensa
,jobmensa,sprachkenntnis-entfernt,jobmensa.studentenverwaltung.sprachkenntnis-entfernt,<Unknown>,Jobmensa
,jobmensa,sprachkenntnis-geaendert,jobmensa.studentenverwaltung.sprachkenntnis-geaendert,<Unknown>,Jobmensa
,jobmensa,telefonnummer-geaendert,jobmensa.studentenverwaltung.telefonnummer-geaendert,<Unknown>,Jobmensa
,jobmensa,ueber-mich-text-geaendert,jobmensa.studentenverwaltung.ueber-mich-text-geaendert,<Unknown>,Jobmensa
,jobmensa,update,jobmensa.temping.orders.update,<Unknown>,Jobmensa
,jobmensa,zeiterfassungsart-festgelegt,jobmensa.auftragskonfiguration.zeiterfassungsart-festgelegt,<Unknown>,Jobmensa
,jobmensa-benachrichtigungen,versende-anzeigenkunden-bestaetigungsmail,jobmensa-benachrichtigungen.versende-anzeigenkunden-bestaetigungsmail,<Unknown>,<Unknown>
,jobmensa-benachrichtigungen,versende-benachrichtigung,jobmensa-benachrichtigungen.versende-benachrichtigung,<Unknown>,<Unknown>
,jobmensa-benachrichtigungen,versende-bewerbungserinnerungen,jobmensa-benachrichtigungen.versende-bewerbungserinnerungen,<Unknown>,<Unknown>
,jobmensa-benachrichtigungen,versende-passwort-aendern-email,jobmensa-benachrichtigungen.versende-passwort-aendern-email,<Unknown>,<Unknown>
,jobsearch,anzeigenverwaltung,jobsearch.anzeigenverwaltung,<Unknown>,<Unknown>
,jobsearch,delete,jobsearch.delete,<Unknown>,<Unknown>
,jobsearch,import,jobsearch.import,<Unknown>,<Unknown>
,kundenfeedback,10,kundenfeedback.auftragserstellung.auftrag-erstellt.delay.10,<Unknown>,Corporate
,kundenfeedback,auftrag-erstellt,kundenfeedback.auftragserstellung.auftrag-erstellt,<Unknown>,Corporate
,kundenfeedback,auftrag-geloescht,kundenfeedback.auftragskonfiguration.auftrag-geloescht,<Unknown>,Corporate
,kundenfeedback,dead,kundenfeedback.auftragserstellung.auftrag-erstellt.dead,<Unknown>,Corporate
,kundenfeedback,einsatzort-festgelegt,kundenfeedback.stellenprofil.einsatzort-festgelegt,<Unknown>,Corporate
,kundenfeedback,erkrankung-gemeldet,kundenfeedback.temping.erkrankung-gemeldet,<Unknown>,Corporate
,kundenfeedback,individueller-taetigkeitsprofilname-festgelegt,kundenfeedback.auftragskonfiguration.individueller-taetigkeitsprofilname-festgelegt,<Unknown>,Corporate
,kundenfeedback,krankmeldung-zurueckgezogen,kundenfeedback.temping.krankmeldung-zurueckgezogen,<Unknown>,Corporate
,kundenfeedback,name-angegeben,kundenfeedback.studentenstammdaten.name-angegeben,<Unknown>,Corporate
,kundenfeedback,profilfoto-festgelegt,kundenfeedback.studentenverwaltung.profilfoto-festgelegt,<Unknown>,Corporate
,kundenfeedback,schicht-angelegt,kundenfeedback.schichtplanung.schicht-angelegt,<Unknown>,Corporate
,kundenfeedback,schicht-entfernt,kundenfeedback.schichtplanung.schicht-entfernt,<Unknown>,Corporate
,kundenfeedback,student-aus-schicht-entfernt,kundenfeedback.schichtplanung.student-aus-schicht-entfernt,<Unknown>,Corporate
,kundenfeedback,student-in-schicht-disponiert,kundenfeedback.schichtplanung.student-in-schicht-disponiert,<Unknown>,Corporate
,kundenfeedback,taetigkeitsprofil-festgelegt,kundenfeedback.auftragskonfiguration.taetigkeitsprofil-festgelegt,<Unknown>,Corporate
,kundenportal_auth,10,kundenportal_auth.kundenverwaltung.kundenmitarbeiterberechtigungen-beantragt.delay.10,<Unknown>,<Unknown>
,kundenportal_auth,dead,kundenportal_auth.kundenverwaltung.kundenmitarbeiterberechtigungen-beantragt.dead,<Unknown>,<Unknown>
,kundenportal_auth,kundenmitarbeiterberechtigungen-beantragt,kundenportal_auth.kundenverwaltung.kundenmitarbeiterberechtigungen-beantragt,<Unknown>,<Unknown>
,kundenverwaltung,10,kundenverwaltung.auftragskonfiguration.studitemps-ansprechpartner-festgelegt.delay.10,<Unknown>,Corporate
,kundenverwaltung,bestellung-aufgegeben,kundenverwaltung.personalbestellung.bestellung-aufgegeben,<Unknown>,Corporate
,kundenverwaltung,dead,kundenverwaltung.auftragskonfiguration.studitemps-ansprechpartner-festgelegt.dead,<Unknown>,Corporate
,kundenverwaltung,studitemps-ansprechpartner-festgelegt,kundenverwaltung.auftragskonfiguration.studitemps-ansprechpartner-festgelegt,<Unknown>,Corporate
,kundenverwaltung,unternehmen_name_korrigiert,kundenverwaltung.temping.auftrag.unternehmen_name_korrigiert,<Unknown>,Corporate
,kundenverwaltung,unternehmenskontakt-hinzugefuegt,kundenverwaltung.auftragskonfiguration.unternehmenskontakt-hinzugefuegt,<Unknown>,Corporate
,kundenverwaltung,unternehmensname-hinterlegt,kundenverwaltung.auftragskonfiguration.unternehmensname-hinterlegt,<Unknown>,Corporate
,kundenverwaltung,zendesk-sell-unternehmen-verknuepft,kundenverwaltung.auftragskonfiguration.zendesk-sell-unternehmen-verknuepft,<Unknown>,Corporate
,legal,adresse,legal.unternehmen.adresse,<Unknown>,<Unknown>
,legal,ansprechpartner,legal.unternehmen.ansprechpartner,<Unknown>,<Unknown>
,legal,einsatzbeginn,legal.auftrag.einsatzbeginn,<Unknown>,<Unknown>
,legal,einsatzende,legal.auftrag.einsatzende,<Unknown>,<Unknown>
,legal,einsatzort,legal.kunde.einsatzort,<Unknown>,<Unknown>
,legal,inbound_domain_events,legal.inbound_domain_events,<Unknown>,<Unknown>
,legal,mitarbeiteranzahl,legal.auftrag.mitarbeiteranzahl,<Unknown>,<Unknown>
,legal,name,legal.unternehmen.name,<Unknown>,<Unknown>
,legal,schichten_hinzugefuegt,legal.auftrag.schichten_hinzugefuegt,<Unknown>,<Unknown>
,legal,ueberlassungsvereinbarungen,legal.ueberlassungsvereinbarungen,<Unknown>,<Unknown>
,legal,verrechnungssatz,legal.auftrag.verrechnungssatz,<Unknown>,<Unknown>
,legal,wochenarbeitszeit,legal.auftrag.wochenarbeitszeit,<Unknown>,<Unknown>
,matcheese,inbound_domain_events,matcheese.inbound_domain_events,<Unknown>,<Unknown>
,matcheese,rpc,matcheese.rpc,<Unknown>,<Unknown>
,matching,rpc,matching.rpc,<Unknown>,Matcheese
,personalbestellung,10,personalbestellung.personalbestellung.einsatz-zur-besetzung-freigegeben.delay.10,<Unknown>,Corporate
,personalbestellung,dead,personalbestellung.personalbestellung.einsatz-zur-besetzung-freigegeben.dead,<Unknown>,Corporate
,personalbestellung,einsatz-zur-besetzung-freigegeben,personalbestellung.personalbestellung.einsatz-zur-besetzung-freigegeben,<Unknown>,Corporate
,personalbestellung,schicht-angelegt,personalbestellung.schichtplanung.schicht-angelegt,<Unknown>,Corporate
,personalbestellung,self-service-auev-beidseitig-gezeichnet,personalbestellung.vertragsverwaltung.self-service-auev-beidseitig-gezeichnet,<Unknown>,Corporate
,personalbestellung,self-service-auev-fuer-elektronische-signatur-freigegeben,personalbestellung.vertragsverwaltung.self-service-auev-fuer-elektronische-signatur-freigegeben,<Unknown>,Corporate
,rechnungsstellung,10,rechnungsstellung.auftragserstellung.auftrag-erstellt.delay.10,<Unknown>,Snake
,rechnungsstellung,60,rechnungsstellung.arbeitnehmerdaten-fuer-arbeitszeit.delay.60,<Unknown>,Snake
,rechnungsstellung,arbeitnehmerdaten-fuer-arbeitszeit,rechnungsstellung.arbeitnehmerdaten-fuer-arbeitszeit,<Unknown>,Snake
,rechnungsstellung,arbeitszeit-fuer-billing-freigegeben,rechnungsstellung.freigabe.arbeitszeit-fuer-billing-freigegeben,<Unknown>,Snake
,rechnungsstellung,arbeitszeit-geloescht,rechnungsstellung.freigabe.arbeitszeit-geloescht,<Unknown>,Snake
,rechnungsstellung,arbeitszeit-um-zusatz-erweitert,rechnungsstellung.timetracking.arbeitszeit-um-zusatz-erweitert,<Unknown>,Snake
,rechnungsstellung,auftrag-angelegt,rechnungsstellung.personalbestellung.auftrag-angelegt,<Unknown>,Snake
,rechnungsstellung,auftrag-erstellt,rechnungsstellung.auftragserstellung.auftrag-erstellt,<Unknown>,Snake
,rechnungsstellung,dead,rechnungsstellung.arbeitnehmerdaten-fuer-arbeitszeit.dead,<Unknown>,Snake
,rechnungsstellung,einsatzort-festgelegt,rechnungsstellung.stellenprofil.einsatzort-festgelegt,<Unknown>,Snake
,rechnungsstellung,recherche-abgeschlossen,rechnungsstellung.freigabe.recherche-abgeschlossen,<Unknown>,Snake
,rechnungsstellung,unternehmensname-hinterlegt,rechnungsstellung.auftragskonfiguration.unternehmensname-hinterlegt,<Unknown>,Snake
,rechnungsstellung,zeiterfassungsart-festgelegt,rechnungsstellung.auftragskonfiguration.zeiterfassungsart-festgelegt,<Unknown>,Snake
,recruit,students,recruit.kiss.students,<Unknown>,<Unknown>
,schichtbestellung,10,schichtbestellung.auftragserstellung.auftrag-erstellt.delay.10,<Unknown>,Corporate
,schichtbestellung,anzahl-benoetigter-studenten-in-schicht-erhoeht,schichtbestellung.schichtplanung.anzahl-benoetigter-studenten-in-schicht-erhoeht,<Unknown>,Corporate
,schichtbestellung,anzahl-benoetigter-studenten-in-schicht-verringert,schichtbestellung.schichtplanung.anzahl-benoetigter-studenten-in-schicht-verringert,<Unknown>,Corporate
,schichtbestellung,auftrag-erstellt,schichtbestellung.auftragserstellung.auftrag-erstellt,<Unknown>,Corporate
,schichtbestellung,auftrag-geloescht,schichtbestellung.auftragskonfiguration.auftrag-geloescht,<Unknown>,Corporate
,schichtbestellung,besetzungsstand-in-schicht-geaendert,schichtbestellung.schichtplanung.besetzungsstand-in-schicht-geaendert,<Unknown>,Corporate
,schichtbestellung,dead,schichtbestellung.auftragserstellung.auftrag-erstellt.dead,<Unknown>,Corporate
,schichtbestellung,einsatzende-festgelegt,schichtbestellung.temping.einsatzende-festgelegt,<Unknown>,Corporate
,schichtbestellung,einsatzort-festgelegt,schichtbestellung.stellenprofil.einsatzort-festgelegt,<Unknown>,Corporate
,schichtbestellung,erhoehung-der-anzahl-benoetigter-studenten-in-schicht-abgelehnt,schichtbestellung.schichtplanung.erhoehung-der-anzahl-benoetigter-studenten-in-schicht-abgelehnt,<Unknown>,Corporate
,schichtbestellung,individueller-taetigkeitsprofilname-festgelegt,schichtbestellung.auftragskonfiguration.individueller-taetigkeitsprofilname-festgelegt,<Unknown>,Corporate
,schichtbestellung,schicht-angelegt,schichtbestellung.schichtplanung.schicht-angelegt,<Unknown>,Corporate
,schichtbestellung,schicht-anlegen-fehlgeschlagen,schichtbestellung.schichtplanung.schicht-anlegen-fehlgeschlagen,<Unknown>,Corporate
,schichtbestellung,schicht-entfernt,schichtbestellung.schichtplanung.schicht-entfernt,<Unknown>,Corporate
,schichtbestellung,taetigkeitsprofil-festgelegt,schichtbestellung.auftragskonfiguration.taetigkeitsprofil-festgelegt,<Unknown>,Corporate
,schichteinbuchung,inbound_domain_events,schichteinbuchung.inbound_domain_events,<Unknown>,<Unknown>
,schichtplanung,inbound_library_commands,schichtplanung.inbound_library_commands,<Unknown>,Phteinpferd
,self-service-auev-beidseitig-gezeichnet,self-service-auev-beidseitig-gezeichnet,self-service-auev-beidseitig-gezeichnet,<Unknown>,<Unknown>
,shinobi,inbound_domain_events,shinobi.inbound_domain_events,<Unknown>,Phteinpferd
,shinobi,mitarbeiterlisten,shinobi.legal.mitarbeiterlisten,<Unknown>,Phteinpferd
,shinobi,orders,shinobi.jobmensa.orders,<Unknown>,Phteinpferd
,shinobi,rahmenvertragsdokumente,shinobi.legal.rahmenvertragsdokumente,<Unknown>,Phteinpferd
,shinobi,uev_dokumente,shinobi.legal.uev_dokumente,<Unknown>,Phteinpferd
,studentenanstellung,inbound_domain_events,studentenanstellung.inbound_domain_events,<Unknown>,StudentServices
,studentenstammdaten,interesse-an-jobvalley-job-bekundet,studentenstammdaten.interesse-an-jobvalley-job-bekundet,<Unknown>,StudentServices
,studentenverwaltung,inbound_domain_events,studentenverwaltung.inbound_domain_events,<Unknown>,Jobmensa
,studentenzeiterfassung,inbound_domain_events,studentenzeiterfassung.inbound_domain_events,<Unknown>,StudentServices
,sv-einordnung,10,sv-einordnung.arbeitsentgelt.arbeitnehmer-abgerechnet.delay.10,<Unknown>,Snake
,sv-einordnung,arbeitnehmer-abgerechnet,sv-einordnung.arbeitsentgelt.arbeitnehmer-abgerechnet,<Unknown>,Snake
,sv-einordnung,arbeitszeit-fuer-payroll-freigegeben,sv-einordnung.freigabe.arbeitszeit-fuer-payroll-freigegeben,<Unknown>,Snake
,sv-einordnung,arbeitszeit-geloescht,sv-einordnung.freigabe.arbeitszeit-geloescht,<Unknown>,Snake
,sv-einordnung,dead,sv-einordnung.arbeitsentgelt.arbeitnehmer-abgerechnet.dead,<Unknown>,Snake
,sv-einordnung,einsatzort-festgelegt,sv-einordnung.stellenprofil.einsatzort-festgelegt,<Unknown>,Snake
,sv-einordnung,langzeitvertrag-durch-student-gekuendigt,sv-einordnung.studentenanstellung.langzeitvertrag-durch-student-gekuendigt,<Unknown>,Snake
,sv-einordnung,langzeitvertrag-durch-studitemps-gekuendigt,sv-einordnung.studentenanstellung.langzeitvertrag-durch-studitemps-gekuendigt,<Unknown>,Snake
,sv-einordnung,langzeitvertrag-kuendigung-abgelehnt,sv-einordnung.studentenanstellung.langzeitvertrag-kuendigung-abgelehnt,<Unknown>,Snake
,sv-einordnung,langzeitvertrag-versendet,sv-einordnung.studentenanstellung.langzeitvertrag-versendet,<Unknown>,Snake
,sv-einordnung,student-aus-schicht-entfernt,sv-einordnung.schichtplanung.student-aus-schicht-entfernt,<Unknown>,Snake
,sv-einordnung,student-in-schicht-disponiert,sv-einordnung.schichtplanung.student-in-schicht-disponiert,<Unknown>,Snake
